OID_,STREETNAME,CLASS,ADMIN_TYPE,RT_NUMBER,ALTRTNUM1,ALTRTNUM2,ALTRTNUM3,ALTRTNUM4,ALTRT1TYPE,RDTYPE,ROUTE_ID,ROUTE_SYST,ROUTE_NUMB,ROUTE_DIRE,RD_SEG_ID,STREET_NAM,FM_ST_NAME,TO_ST_NAME,FACILITY,F_CLASS,URBAN_AREA,URBAN_TYPE,F_F_CLASS,JURISDICTN,NHS,FD_AID_RTE,FD_AID_RD,CONTROL,NUM_LANES,OPP_LANES,SURFACE_TP,SURFACE_WD,SHLDR_RT_W,SHLDR_RT_T,SHLDR_LT_W,SHLDR_LT_T,SHLDR_UL_W,SHLDR_UL_T,MED_WIDTH,MED_TYPE,CURB,LT_SIDEWLK,RT_SIDEWLK,OPERATION,SPEED_LIM,OP_DIR_SL,TRUCK,T_EXC_TYPE,T_EXC_TIME,TRK_NETWRK,TRUCK_RTE,ROW_WIDTH,STRUCT_CND,TERRAIN,TOLL_ROAD,MHS,MGIS_TOWN,CITY,COUNTY,HWY_DIST,MPO,RPA,RTA,MILE_COUNT,AADT,AADT_YEAR,AADT_DERIV,LENGTH_MI,LENGTH_FT,SHAPE_Leng,Shape_Length,shape_wkt
10218,PUBLIC ALLEY NO 416,5,0, , , , , ,0,5,L210364 EB,L,210364,EB,0,PUBLIC ALLEY NO 416,FAIRFIELD STREET,GLOUCESTER STREET,1,0,09271,1,7,2,0, ,0,0,1,0,6,8.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,4,4,2,0,0, ,1,1,0,0,12.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.106051950000000,559.954290929999956,170.674409225999995,0.002015462864792,"MULTILINESTRING ((-71.085301050999988 42.351513666000073, -71.083356368999944 42.352043102000039))"
10219,CARYLL STREET,5,0, , , , , ,0,5,L164758 NB,L,164758,NB,0,CARYLL STREET,MORTON STREET,MARYKNOLL STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,2,0,0, ,1,1,0,0,40.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.169878770000000,896.959915659999979,273.393929081000010,0.002847066151112,
10220,ALDRICH STREET,5,0, , , , , ,0,5,L171831 NB,L,171831,NB,0,ALDRICH STREET,WEST ROXBURY PARKWAY,BELGRADE AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,1,1,0,0,41.000000000000000,1,3,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.118723720000000,626.861226340000030,191.067683923000004,0.001998668039960,"MULTILINESTRING ((-71.141960541999936 42.283807784000032, -71.141812466999966 42.283928862000039, -71.141095103999987 42.284552894000058, -71.140441213999964 42.28510622500005))"
10221,AUSTIN STREET,4,0, , , , , ,0,4,N337 SB,N,337,SB,55810,AUSTIN STREET,MAIN STREET,NEW RUTHERFORD AVENUE,1,3,09271,1,3,2,15,  65,2,0,2,2,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,5.000000000000000,1,3,0,11,2,0,0, ,1,1,0,0,100.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,29680,2009,4,0.023368560000000,123.386006429999995,37.608129975099999,0.000438657993740,"MULTILINESTRING ((-71.068014941999934 42.374215612000057, -71.067988295999953 42.374224597000079, -71.067876670999965 42.374262237000039, -71.067714753999951 42.374316836000048, -71.067697864999957 42.374322530000029, -71.067599278999978 42.374355773000048))"
10222,WASHINGTON STREET,4,0, , , , , ,0,4,N081 EB,N,081,EB,58197,WASHINGTON STREET,NEWTON CITY LINE,BROOKLINE TOWN LINE,1,3,09271,1,3,2,15, 104,2,0,2,0,6,24.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,2,25,25, ,1,1,0,0,50.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,22855,2016,14,0.016291970000000,86.021612259999998,26.219439856299999,0.000317795452340,"MULTILINESTRING ((-71.167923796999958 42.350589978000073, -71.167606531999979 42.350571624000054))"
10223,BERNARD STREET,5,0, , , , , ,0,5,L186103 NB,L,186103,NB,0,BERNARD STREET,HARVARD STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,7,2,0,0, ,1,1,0,0,39.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.156438050000000,825.992886190000036,251.763135237999990,0.002334026459605,
10224,CHISWICK ROAD,5,0, , , , , ,0,5,L118414 NB,L,118414,NB,0,CHISWICK ROAD,ENGLEWOOD AVENUE,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,5,24.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,2,0,0, ,1,1,0,0,36.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.051427620000000,271.537847250000027,82.764901372200001,0.000797721995730,"MULTILINESTRING ((-71.150691717999962 42.338274399000056, -71.150494729999934 42.338614782000036, -71.150267629999973 42.338949451000076))"
10225,LEONARD STREET,5,0, , , , , ,0,5,L174354 EB,L,174354,EB,0,LEONARD STREET,ADAMS STREET,CLAYTON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,1,0,0, ,1,1,0,0,40.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.183555280000000,969.171881470000017,295.404180279000002,0.003457335374309,
10226,FOX STREET,5,0, , , , , ,0,5,L193439 EB,L,193439,EB,0,FOX STREET,MOUNT IDA ROAD,ADAMS STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,20.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,5,5,2,0,0, ,1,1,0,0,30.000000000000000,2,3,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.040755990000000,215.191648280000010,65.590545577499995,0.000761183953357,"MULTILINESTRING ((-71.063617781999938 42.306265015000065, -71.063238570999943 42.306401993000065, -71.062900982999963 42.306521125000074))"
10227,GARDNER STREET,5,0, , , , , ,0,5,L162822 EB,L,162822,EB,0,GARDNER STREET,BABCOCK STREET,HARVARD AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,5,24.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,2,0,0, ,1,1,0,0,36.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.202734990000000,1070.440747070000043,326.270992249000017,0.003937659200535,"MULTILINESTRING ((-71.124950155999954 42.353354185000057, -71.123126308999986 42.353156348000027, -71.122970153999972 42.353136144000075, -71.122589339999934 42.353102822000039, -71.122580869999979 42.353101693000042, -71.121587255999941 42.352969546000054, -71.121040195999967 42.352892348000069))"
10228,WALDECK STREET,5,0, , , , , ,0,5,L199757 NB,L,199757,NB,0,WALDECK STREET,MELVILLE AVENUE,TONAWANDA STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,1,1,0,0,40.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.103415120000000,546.031844210000031,166.430838977000008,0.001725729174273,"MULTILINESTRING ((-71.066271400999938 42.298205547000066, -71.06609481299995 42.298423770000056, -71.06590734599996 42.298626752000075, -71.065698109999971 42.298825717000057, -71.065444752999952 42.299048709000033, -71.065170876999957 42.299250243000074, -71.065000721999979 42.299359882000033))"
10229,TICKNOR STREET,5,0, , , , , ,0,5,L139212 NB,L,139212,NB,0,TICKNOR STREET,MARINE ROAD,COLUMBIA ROAD,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,1,0,0, ,1,1,0,0,45.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.076438650000000,403.596095620000028,123.016335979000004,0.001107913376531,"MULTILINESTRING ((-71.035977758999934 42.329511062000051, -71.03602310499997 42.33061804700003))"
10230,SPRING PARK AVENUE,5,0, , , , , ,0,5,L162855 EB,L,162855,EB,0,SPRING PARK AVENUE,CENTRE STREET,CHESTNUT AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,2,0,0, ,1,1,0,0,38.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.062294860000000,328.916876510000009,100.254064470000003,0.001211170544311,"MULTILINESTRING ((-71.10844054599994 42.316482809000036, -71.108132023999985 42.316473880000046, -71.107767100999979 42.316451818000075, -71.10744948599995 42.316411908000077, -71.10723552099995 42.316376854000055))"
10231,LOUIS D BROWN WAY,5,0, , , , , ,0,5,L110702 NB,L,110702,NB,0,LOUIS D BROWN WAY,WESTVILLE STREET,CORONA STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,20.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,5,5,2,0,0, ,1,1,0,0,30.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.054402360000000,287.244461030000025,87.552286826300005,0.000825660400729,"MULTILINESTRING ((-71.069138251999959 42.300559932000056, -71.069187148999958 42.300649097000075, -71.069285745999935 42.300828890000048, -71.069377713999984 42.301026985000078, -71.069504258999984 42.301299554000025))"
10232,WINTHROP STREET,5,0, , , , , ,0,5,L188616 NB,L,188616,NB,0,WINTHROP STREET,MONUMENT SQUARE,MAIN STREET,1,0,09271,1,7,2,0, ,0,0,2,0,5,30.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,1,0,0, ,2,2,0,0,42.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.061426090000000,324.329777920000026,98.855914021700002,0.001049759224171,"MULTILINESTRING ((-71.061639625999987 42.373657437000077, -71.06126285299996 42.373930586000029, -71.060810187999948 42.374300189000053))"
10233,QUINT AVENUE,5,0, , , , , ,0,5,L128931 NB,L,128931,NB,0,QUINT AVENUE,BRIGHTON AVENUE,GLENVILLE AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,24.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,2,0,0, ,1,1,0,0,36.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.036610510000000,193.303468860000009,58.919015145600000,0.000589994258347,"MULTILINESTRING ((-71.133251284999972 42.350307600000065, -71.133348526999953 42.350413693000064, -71.13348717599996 42.350573936000046, -71.133636328999955 42.350754472000062))"
10234,STANHOPE STREET,5,0, , , , , ,0,5,L136467 EB,L,136467,EB,0,STANHOPE STREET,BERKELEY STREET,CLARENDON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,20.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,5,5,1,0,0, ,1,1,0,0,30.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.122632160000000,647.497805449999987,197.357725818000006,0.002235735741224,"MULTILINESTRING ((-71.073966169999949 42.348163111000076, -71.073224983999978 42.348343227000043, -71.072898973999941 42.348430920000055, -71.072264917999973 42.34894961100008, -71.071959365999987 42.349030951000032))"
10235,COREY STREET,5,0, , , , , ,0,5,N3036 NB,N,3036,NB,48453,COREY STREET,NEWTON CITY LINE,PARK STREET,1,6,09271,1,5,2,0,  41,3,0,2,0,6,24.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,2,0,0, ,1,1,0,0,42.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3838,2016,14,0.017085610000000,90.212043699999995,27.496685913699999,0.000268330062846,"MULTILINESTRING ((-71.160003098999937 42.290676744000052, -71.160157658999935 42.290896089000057))"
10236,SAWYER AVENUE,5,0, , , , , ,0,5,L183269 NB,L,183269,NB,0,SAWYER AVENUE,CUSHING AVENUE,PLEASANT STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,1,0,0, ,1,1,0,0,40.000000000000000,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.151982130000000,802.465637020000031,244.592015347999990,0.002659684270101,"MULTILINESTRING ((-71.062113417999967 42.312596841000072, -71.06094038699996 42.31213546400005, -71.060398284999962 42.311924072000068, -71.060281353999983 42.311895488000062, -71.060225204999938 42.311902588000066, -71.060182741999938 42.311930558000029, -71.060168381999972 42.311978895000038, -71.060167725999975 42.312073424000062, -71.060180657999979 42.312230465000027, -71.060230247999982 42.312513122000041))"
10237,PEARL STREET,5,0, , , , , ,0,5,L129917 NB,L,129917,NB,0,PEARL STREET,HIGH STREET,MEDFORD STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,21.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,1,0,0, ,1,1,0,0,33.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.039125830000000,206.584387700000008,62.967047303599998,0.000625469426051,"MULTILINESTRING ((-71.064476742999943 42.378514571000039, -71.064324055999975 42.378702911000062, -71.064082851999956 42.379000433000044))"
10238,WALNUT AVENUE,5,0, , , , , ,0,5,N3086 EB,N,3086,EB,47102,WALNUT AVENUE,SIGOURNEY STREET,WARREN STREET,1,6,09271,1,5,2,0,  42,3,0,2,0,6,28.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,5,2,0,0, ,1,1,0,0,70.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3932,2016,14,0.077146290000000,407.332393900000000,124.155161972000002,0.001331506202939,"MULTILINESTRING ((-71.096224294999956 42.312502601000062, -71.095979702999955 42.312671377000072, -71.095358715999964 42.313128904000052, -71.095209508999972 42.313235475000056, -71.095144698999945 42.313281765000056))"
10239,BLUE HILL AVENUE,2,3,28, , , , ,0,2,SR28 SB,SR,28,SB,62575,BLUE HILL AVENUE, ,DUDLEY STREET,1,2,09271,1,3,2,14, 123,2,0,2,2,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,7.000000000000000,1,3,0,12,2,20,0, ,1,1,0,0,118.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.074813520000000,395.015406219999988,120.400936618000003,0.001084264822039,"MULTILINESTRING ((-71.093696997999984 42.27277827100005, -71.093698167999946 42.272744996000029, -71.09370426199996 42.272571981000056, -71.093708388999971 42.272454793000065, -71.093724343999952 42.272001838000051, -71.093727969999975 42.271898854000028, -71.093735160999984 42.271694678000074))"
10240,DAVIDSON AVENUE,5,0, , , , , ,0,5,L193585 EB,L,193585,EB,0,DAVIDSON AVENUE,RICHFIELD STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,6,20.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,5,5,2,0,0, ,1,1,0,0,30.000000000000000,3,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.034841950000000,183.965506830000010,56.072798626400001,0.000648616235980,"MULTILINESTRING ((-71.070902645999979 42.306235617000027, -71.07049892699996 42.306356211000036, -71.070351022999944 42.306419579000078, -71.070295660999989 42.306456174000061))"
10241,CHARLEMONT STREET,5,0, , , , , ,0,5,L155726 NB,L,155726,NB,0,CHARLEMONT STREET,DELMONT STREET,MINOT STREET,1,0,09271,1,7,2,0, ,0,0,2,0,5,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,1,0,0, ,1,1,0,0,40.000000000000000,1,3,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.043334490000000,228.806111170000008,69.740242164999998,0.000650317380962,"MULTILINESTRING ((-71.051859070999967 42.285171236000053, -71.052056994999987 42.285633974000064, -71.052111915999944 42.285770359000026))"
10242,HALLOWELL STREET,5,0, , , , , ,0,5,L197524 NB,L,197524,NB,0,HALLOWELL STREET,CUMMINS HIGHWAY,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,1,1,0,0,40.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.193465870000000,1021.499776470000029,311.353754575999972,0.003126443936259,"MULTILINESTRING ((-71.101451339999983 42.270648210000047, -71.10133194499997 42.270945352000069, -71.101107885999966 42.271275439000078, -71.10081770499994 42.271577155000045, -71.100564504999966 42.271840739000027, -71.100251833999948 42.272164887000031, -71.099967467999988 42.272414293000054, -71.09990494699997 42.272506921000058, -71.099417219999964 42.272984749000045))"
10243,KENNEY STREET,5,0, , , , , ,0,5,L120710 EB,L,120710,EB,0,KENNEY STREET,DAY STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,6,22.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,2,0,0, ,1,1,0,0,34.000000000000000,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.096249900000000,508.199453230000017,154.899503141999986,0.001752735992141,"MULTILINESTRING ((-71.110290396999972 42.324962564000032, -71.109975412999972 42.324815786000045, -71.109663969999986 42.324670658000059, -71.109625846999961 42.324651869000036, -71.109428299999934 42.324554509000052, -71.108706457999972 42.324212190000026))"
10244,CORNAUBA STREET EXTENSION,5,0, , , , , ,0,5,L190504 NB,L,190504,NB,0,CORNAUBA STREET EXTENSION,CORNAUBA STREET,POPLAR STREET,1,0,09271,1,7,2,0, ,0,0,2,0,5,17.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0,0,4,2,0,0, ,1,1,0,0,31.000000000000000,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.057885730000000,305.636659010000017,93.158239981700007,0.000973075521958,"MULTILINESTRING ((-71.124997160999953 42.280568278000032, -71.124526627999956 42.280979751000075, -71.124260468999978 42.28120395600007))"
10245,VERMONT STREET,5,0, , , , , ,0,5,L177522 NB,L,177522,NB,0,VERMONT STREET,BAKER STREET,COREY STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,2,2,0,0,40.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.190638980000000,1006.573831309999946,306.804317390999984,0.003317817549661,"MULTILINESTRING ((-71.168525916999954 42.285331369000062, -71.168118377999974 42.285590718000037, -71.167733710999983 42.285859697000035, -71.166999320999935 42.286321552000061, -71.166936294999971 42.286367540000072, -71.166410629999973 42.286751094000067, -71.165782527999966 42.287194918000068))"
10246,TEMPLE STREET,5,0, , , , , ,0,5,L158031 NB,L,158031,NB,0,TEMPLE STREET,CENTRE STREET,BAKER STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,2,2,0,0,41.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.595181310000000,3142.557325000000219,957.853388365999990,0.010052230038946,
10247,NORTH BEACON STREET,3,2,20, , , , ,0,3,US20 EB,US,20,EB,57267,NORTH BEACON STREET,CAMBRIDGE STREET,WATERTOWN TOWN LINE,1,3,09271,1,3,2,15, 116,2,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,30,30, ,1,1,0,0,52.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,39006,2016,14,0.014527890000000,76.707251700000000,23.380417077899999,0.000277339762372,"MULTILINESTRING ((-71.146167391999938 42.355403620000061, -71.145898152999962 42.355337079000037))"
10248,NEPTUNE CIRCLE,5,0, , , , , ,0,5,L224184 NB,L,224184,NB,0,NEPTUNE CIRCLE,HORACE STREET,HORACE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,24.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,0,0,1,0,0, ,1,1,0,0,0.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.168578190000000,890.092833840000026,271.300838356999975,0.002733403692577,
10249,FORDHAM ROAD,5,0, , , , , ,0,5,L126643 NB,L,126643,NB,0,FORDHAM ROAD,COMMONWEALTH AVENUE,BRIGHTON AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,5,24.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,5,5,2,0,0, ,1,1,0,0,34.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.125438860000000,662.317175959999986,201.874678982000006,0.001836371448671,"MULTILINESTRING ((-71.128095804999987 42.350632590000032, -71.128001277999942 42.351163453000026, -71.12770612199995 42.352426585000046))"
10250,NORFOLK STREET,4,0, , , , , ,0,4,N1621 NB,N,1621,NB,49467,NORFOLK STREET,BLUE HILL AVENUE,TALBOT AVENUE,1,5,09271,1,4,2,0,  54,3,0,2,0,6,44.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,0,0, ,1,1,0,0,60.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10561,2016,14,0.026003480000000,137.298378090000000,41.848629338300000,0.000427936910556,"MULTILINESTRING ((-71.08704776899998 42.281565182000065, -71.087266291999981 42.281345952000038, -71.087350752999953 42.281262979000076))"
10251,NORFOLK STREET,4,0, , , , , ,0,4,N1621 NB,N,1621,NB,48695,NORFOLK STREET,BLUE HILL AVENUE,TALBOT AVENUE,1,5,09271,1,4,2,0,  54,3,0,2,0,6,44.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,0,0, ,1,1,0,0,60.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10561,2016,14,0.020783210000000,109.735337720000004,33.447397832000000,0.000399503292322,"MULTILINESTRING ((-71.077076501999954 42.28817426300003, -71.077339826999946 42.288121213000068, -71.07746844199994 42.288096928000073))"
10252,BOYLSTON STREET,4,0, , , , , ,0,4,N13601 EB,N,13601,EB,62517,BOYLSTON STREET,DALTON STREET,WASHINGTON STREET,1,3,09271,1,3,2,14,  61,2,0,3,0,6,40.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,6.000000000000000,1,3,0,12,1,25,25, ,1,1,0,0,99.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,16273,2009,2,0.079720150000000,420.922409070000015,128.297406880000011,0.001531444941283,"MULTILINESTRING ((-71.070679262999988 42.35190374900003, -71.070513415999983 42.351880846000029, -71.070456462999971 42.351893106000034, -71.069179935999955 42.352167887000064))"
10253,HARTFORD STREET,5,0, , , , , ,0,5,L110897 NB,L,110897,NB,0,HARTFORD STREET,WAYLAND STREET,HOWARD AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,1,1,0,0,40.000000000000000,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.106669510000000,563.215017819999957,171.668280769000006,0.001763417459400,"MULTILINESTRING ((-71.073011291999933 42.317034679000074, -71.073158994999972 42.317252986000028, -71.07336904899995 42.317612760000031, -71.073462540999969 42.317720303000044, -71.073465726999984 42.317723968000053, -71.073575762999951 42.317818835000026, -71.073894245999952 42.318011966000029, -71.074122923999937 42.318140544000073, -71.074242805999972 42.318240019000029))"
10254,ALMONT STREET,5,0, , , , , ,0,5,N3054 NB,N,3054,NB,56953,ALMONT STREET,BLUE HILL AVENUE,WALK HILL STREET,1,6,09271,1,5,2,0,  55,3,0,2,0,6,40.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,5,5,2,0,0, ,1,1,0,0,60.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3989,2016,14,0.085526490000000,451.579870959999994,137.641819951999992,0.001496147242273,"MULTILINESTRING ((-71.096027575999983 42.275517583000067, -71.096242493999966 42.275627167000039, -71.096510824999939 42.27578790900003, -71.096913314999938 42.276030720000051, -71.096917222999934 42.276033958000028, -71.096982363999984 42.276087935000078, -71.097276797999939 42.276331906000053))"
10255,PEMBROKE STREET,5,0, , , , , ,0,5,L112405 NB,L,112405,NB,0,PEMBROKE STREET,BRADDOCK PARK,TREMONT STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,52.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,10,10,2,0,0, ,1,1,0,0,72.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.021919630000000,115.735659360000000,35.276299525799999,0.000384635953737,"MULTILINESTRING ((-71.077522347999945 42.343465692000052, -71.077845931999946 42.343673630000069))"
10256,SHAWMUT AVENUE,4,0, , , , , ,0,4,N1598 SB,N,1598,SB,56639,SHAWMUT AVENUE,TREMONT STREET,MALCOLM X BOULEVARD,1,5,09271,1,4,2,0,  54,3,0,2,0,6,44.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,8,1,0,0, ,1,1,0,0,59.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10830,2016,14,0.017813120000000,94.053298490000003,28.667502713800001,0.000267973307972,"MULTILINESTRING ((-71.066032849999942 42.346449890000031, -71.066140385999972 42.346204440000065))"
